scan_id,batch_name,UID,scan_date,exam_date,version_number,centre_number,Language group,Prefix centre,candidate_number,question_number,Published,confidence,Captured,Question type,1_Published vs Captured,PoS,ANSWER Key
60000003192900256,TELEVID6199_SCANNER19,ES269023072771257683060000003192900256,01/07/2025,21/06/2025,7277125768,ES269,Romance,ES,230,30,WISH I HADN'T TOLD,0.8588,WISH I HADN'T TOLD,,Match,D432/01,wish I had not told/wish I had not/told/wish I hadn't told/wish I hadn't/told/wish I'd not told/wish I'd not/told/wish I had not informed/wish I had not/informed/wish I hadn't informed/wish I hadn't/informed/wish I'd not informed/wish I'd not/informed/wish I had never told/wish I had never/told/wish I'd never told/wish I'd never/told/wish I had never informed/wish I had never/informed/wish I'd never informed/wish I'd never/informed
60000003193600035,TELEVID6201_SCANNER19,ES439922772771257682560000003193600035,01/07/2025,21/06/2025,7277125768,ES439,Romance,ES,9227,25,NOT THE INTENTION TO HIT,0.8995,NOT THE INTENTION TO HIT,,Match,D432/01,(absolutely) no intention of hitting/(absolutely) no intention/of hitting
60000003193600109,TELEVID6201_SCANNER19,ES269021772771257682060000003193600109,01/07/2025,21/06/2025,7277125768,ES269,Romance,ES,217,20,COVER-UP,0.8858,COVER-UP,,Match,D432/01,uncover
60000003193900163,TELEVID6197_SCANNER19,IT56040057277125768460000003193900163,01/07/2025,21/06/2025,7277125768,IT560,Romance,IT,4005,4,B,0.8829,B,,Match,D432/01,B
60000003193900164,TELEVID6197_SCANNER19,IT560400672771257682660000003193900164,01/07/2025,21/06/2025,7277125768,IT560,Romance,IT,4006,26,AS GOOD AT PLAYING CHESS,0.8933,AS GOOD AT PLAYING CHESS,,Match,D432/01,as good at (playing) chess/as good/at (playing) chess/so good at (playing) chess/so good/at (playing) chess/as good a chess player/as good/a chess player/so good a chess player/so good/a chess player
60000003193900169,TELEVID6197_SCANNER19,IT560401172771257681760000003193900169,01/07/2025,21/06/2025,7277125768,IT560,Romance,IT,4011,17,WIDEN,0.8582,WIDEN,,Match,D432/01,widen
60000003193900173,TELEVID6197_SCANNER19,IT560401572771257684960000003193900173,01/07/2025,21/06/2025,7277125768,IT560,Romance,IT,4015,49,B,0.8707,"A, B",,NoMatch,D432/01,B
60000003193900186,TELEVID6197_SCANNER19,IT560402872771257682960000003193900186,01/07/2025,21/06/2025,7277125768,IT560,Romance,IT,4028,29,BE BROUGHT A WAY WHEN,0.8514,BE BROUGHT A WAY WHEN,,Match,D432/01,never be brought/never/be brought/not (ever) be brought/not (ever)/be brought/n't (ever) be brought/n't (ever)/be brought
60000003193900188,TELEVID6197_SCANNER19,IT560403072771257682160000003193900188,01/07/2025,21/06/2025,7277125768,IT560,Romance,IT,4030,21,SIGNIFICANTLY,0.8902,SIGNIFICANTLY,,Match,D432/01,Significantly
60000003193900190,TELEVID6197_SCANNER19,IT560403272771257683060000003193900190,01/07/2025,21/06/2025,7277125768,IT560,Romance,IT,4032,30,WISH I HADN'T TOLD,0.8567,WISH I HADN'T TOLD,,Match,D432/01,wish I had not told/wish I had not/told/wish I hadn't told/wish I hadn't/told/wish I'd not told/wish I'd not/told/wish I had not informed/wish I had not/informed/wish I hadn't informed/wish I hadn't/informed/wish I'd not informed/wish I'd not/informed/wish I had never told/wish I had never/told/wish I'd never told/wish I'd never/told/wish I had never informed/wish I had never/informed/wish I'd never informed/wish I'd never/informed
60000003193900479,TELEVID6197_SCANNER19,ES269032172771257682960000003193900479,01/07/2025,21/06/2025,7277125768,ES269,Romance,ES,321,29,MUSTN'T BE BROUGHT,0.8815,MUSTN'T BE BROUGHT,,Match,D432/01,never be brought/never/be brought/not (ever) be brought/not (ever)/be brought/n't (ever) be brought/n't (ever)/be brought
60000003194400487,TELEVID6212_SCANNER19,ES299001385712278862860000003194400487,01/07/2025,28/06/2025,8571227886,ES299,Romance,ES,13,28,FROM TIM NOBODY HAS,0.8693,FROM TIM NOBODY HAS,,Match,D432/01,from Tim nobody/from Tim/nobody/from Tim nobody else/from Tim/nobody else/from Tim nobody has/from Tim/nobody has/from Tim nobody's/from Tim/nobody's/from Tim nobody else has/from Tim/nobody else has/from him nobody/from him/nobody/from him nobody else/from him/nobody else/from him nobody has/from him/nobody has/from him nobody's/from him/nobody's/from him nobody else has/from him/nobody else has/from her nobody/from her/nobody/from her nobody else/from her/nobody else/from her nobody has/from her/nobody has/from her nobody's/from her/nobody's/from her nobody else has/from her/nobody else has/from them nobody/from them/nobody/from them nobody else/from them/nobody else/from them nobody has/from them/nobody has/from them nobody's/from them/nobody's/from them nobody else has/from them/nobody else has
60000003196100530,TELEVID6215_SCANNER19,ES299021385712278863460000003196100530,02/07/2025,28/06/2025,8571227886,ES299,Romance,ES,213,34,B,0.8943,B,,Match,D432/01,B
60000003197200014,TELEVID6221_SCANNER19,ES30100028571227886360000003197200014,02/07/2025,28/06/2025,8571227886,ES301,Romance,ES,2,3,A,0.8724,"A, B",,NoMatch,D432/01,A
60000003197200063,TELEVID6221_SCANNER19,ES30100518571227886160000003197200063,02/07/2025,28/06/2025,8571227886,ES301,Romance,ES,51,1,B,0.8854,B,,Match,D432/01,B
60000003197200090,TELEVID6221_SCANNER19,ES301007885712278862460000003197200090,02/07/2025,28/06/2025,8571227886,ES301,Romance,ES,78,24,ADVENTUROUS,0.8613,ADVENTUROUS,,Match,D432/01,adventurous/adventuresome
60000003197200187,TELEVID6221_SCANNER19,ES30101758571227886360000003197200187,02/07/2025,28/06/2025,8571227886,ES301,Romance,ES,175,3,B,0.8736,B,,Match,D432/01,A
60000003197200592,TELEVID6221_SCANNER19,ES39731108571227886160000003197200592,02/07/2025,28/06/2025,8571227886,ES397,Romance,ES,3110,1,B,0.8694,B,,Match,D432/01,B
60000003197500271,TELEVID6220_SCANNER19,ES020003285712278861960000003197500271,02/07/2025,28/06/2025,8571227886,ES020,Romance,ES,32,19,YLYGHT,0.8971,YLYGHT,,Match,D432/01,flights
60000003197500271,TELEVID6220_SCANNER19,ES020003285712278862260000003197500271,02/07/2025,28/06/2025,8571227886,ES020,Romance,ES,32,22,PLEASANT,0.8516,PLEASANT,,Match,D432/01,pleasure
60000003197500271,TELEVID6220_SCANNER19,ES020003285712278862860000003197500271,02/07/2025,28/06/2025,8571227886,ES020,Romance,ES,32,28,FROM TIM NOBODY HAVE,0.8819,FROM TIM NOBODY HAVE,,Match,D432/01,from Tim nobody/from Tim/nobody/from Tim nobody else/from Tim/nobody else/from Tim nobody has/from Tim/nobody has/from Tim nobody's/from Tim/nobody's/from Tim nobody else has/from Tim/nobody else has/from him nobody/from him/nobody/from him nobody else/from him/nobody else/from him nobody has/from him/nobody has/from him nobody's/from him/nobody's/from him nobody else has/from him/nobody else has/from her nobody/from her/nobody/from her nobody else/from her/nobody else/from her nobody has/from her/nobody has/from her nobody's/from her/nobody's/from her nobody else has/from her/nobody else has/from them nobody/from them/nobody/from them nobody else/from them/nobody else/from them nobody has/from them/nobody has/from them nobody's/from them/nobody's/from them nobody else has/from them/nobody else has
60000003197500491,TELEVID6220_SCANNER19,IT056003572771257682760000003197500491,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,35,27,TO AVOID TO GET,0.8872,TO AVOID TO GET,,Match,D432/01,to AVOID (us) [getting/being]/to AVOID/(us) [getting/being]
60000003197500494,TELEVID6220_SCANNER19,IT056003872771257682360000003197500494,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,38,23,APPEREANCE,0.867,APPEREANCE,,Match,D432/01,appearance
60000003197500494,TELEVID6220_SCANNER19,IT056003872771257682560000003197500494,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,38,25,NOT THE INTENTION TO HIT,0.8956,NOT THE INTENTION TO HIT,,Match,D432/01,(absolutely) no intention of hitting/(absolutely) no intention/of hitting
60000003197500503,TELEVID6220_SCANNER19,IT056004772771257681960000003197500503,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,47,19,LONGEST,0.8908,LONGEST,,Match,D432/01,length
60000003197500503,TELEVID6220_SCANNER19,IT056004772771257683060000003197500503,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,47,30,4154 TO TELL TD,0.8774,4154 TO TELL TD,,Match,D432/01,wish I had not told/wish I had not/told/wish I hadn't told/wish I hadn't/told/wish I'd not told/wish I'd not/told/wish I had not informed/wish I had not/informed/wish I hadn't informed/wish I hadn't/informed/wish I'd not informed/wish I'd not/informed/wish I had never told/wish I had never/told/wish I'd never told/wish I'd never/told/wish I had never informed/wish I had never/informed/wish I'd never informed/wish I'd never/informed
60000003197500503,TELEVID6220_SCANNER19,IT056004772771257683460000003197500503,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,47,34,B,0.8999,B,,Match,D432/01,D
60000003197500504,TELEVID6220_SCANNER19,IT056004872771257682160000003197500504,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,48,21,SIGNIFICANTLY,0.889,SIGNIFICANTLY,,Match,D432/01,Significantly
60000003197500505,TELEVID6220_SCANNER19,IT056004972771257682260000003197500505,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,49,22,UNLIKED,0.8942,UNLIKED,,Match,D432/01,disliked
60000003197500505,TELEVID6220_SCANNER19,IT056004972771257683060000003197500505,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,49,30,WISH I HADN'T TELLED,0.8885,WISH I HADN'T TELLED,,Match,D432/01,wish I had not told/wish I had not/told/wish I hadn't told/wish I hadn't/told/wish I'd not told/wish I'd not/told/wish I had not informed/wish I had not/informed/wish I hadn't informed/wish I hadn't/informed/wish I'd not informed/wish I'd not/informed/wish I had never told/wish I had never/told/wish I'd never told/wish I'd never/told/wish I had never informed/wish I had never/informed/wish I'd never informed/wish I'd never/informed
60000003197500573,TELEVID6220_SCANNER19,ES020000685712278861560000003197500573,02/07/2025,28/06/2025,8571227886,ES020,Romance,ES,6,15,IF,0.8613,IF,,Match,D432/01,though
60000003197500585,TELEVID6220_SCANNER19,ES020001885712278861660000003197500585,02/07/2025,28/06/2025,8571227886,ES020,Romance,ES,18,16,WHICH,0.8781,WHICH,,Match,D432/01,which
60000003197500585,TELEVID6220_SCANNER19,ES020001885712278862860000003197500585,02/07/2025,28/06/2025,8571227886,ES020,Romance,ES,18,28,REOM TIM NOBODY HAS,0.8927,REOM TIM NOBODY HAS,,Match,D432/01,from Tim nobody/from Tim/nobody/from Tim nobody else/from Tim/nobody else/from Tim nobody has/from Tim/nobody has/from Tim nobody's/from Tim/nobody's/from Tim nobody else has/from Tim/nobody else has/from him nobody/from him/nobody/from him nobody else/from him/nobody else/from him nobody has/from him/nobody has/from him nobody's/from him/nobody's/from him nobody else has/from him/nobody else has/from her nobody/from her/nobody/from her nobody else/from her/nobody else/from her nobody has/from her/nobody has/from her nobody's/from her/nobody's/from her nobody else has/from her/nobody else has/from them nobody/from them/nobody/from them nobody else/from them/nobody else/from them nobody has/from them/nobody has/from them nobody's/from them/nobody's/from them nobody else has/from them/nobody else has
60000003198300618,TELEVID6219_SCANNER19,ES020009985712278862660000003198300618,02/07/2025,28/06/2025,8571227886,ES020,Romance,ES,99,26,OF JOHN ABOUT EATING,0.8757,OF JOHN ABOUT EATING,,Match,D432/01,having eaten/John of eating/John of/eating/John of having eaten/John of/having eaten/him of eating/him of/eating/him of having eaten/him of/having eaten/her of eating/her of/eating/her of having eaten/her of/having eaten/them of eating/them of/eating/them of having eaten/them of
60000003198700001,TELEVID6223_SCANNER19,IT278000185712278862860000003198700001,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1,28,"TIM, NOBODY",0.8963,"TIM, NOBODY",,Match,D432/01,from Tim nobody/from Tim/nobody/from Tim nobody else/from Tim/nobody else/from Tim nobody has/from Tim/nobody has/from Tim nobody's/from Tim/nobody's/from Tim nobody else has/from Tim/nobody else has/from him nobody/from him/nobody/from him nobody else/from him/nobody else/from him nobody has/from him/nobody has/from him nobody's/from him/nobody's/from him nobody else has/from him/nobody else has/from her nobody/from her/nobody/from her nobody else/from her/nobody else/from her nobody has/from her/nobody has/from her nobody's/from her/nobody's/from her nobody else has/from her/nobody else has/from them nobody/from them/nobody/from them nobody else/from them/nobody else/from them nobody has/from them/nobody has/from them nobody's/from them/nobody's/from them nobody else has/from them/nobody else has
60000003199100299,TELEVID6214_SCANNER19,PE030060372771257682660000003199100299,02/07/2025,21/06/2025,7277125768,PE030,Romance,PE,603,26,AS GOOD AT CHESS,0.8956,AS GOOD AT CHESS,,Match,D432/01,as good at (playing) chess/as good/at (playing) chess/so good at (playing) chess/so good/at (playing) chess/as good a chess player/as good/a chess player/so good a chess player/so good/a chess player
60000003199100359,TELEVID6214_SCANNER19,ES291084172771257681860000003199100359,02/07/2025,21/06/2025,7277125768,ES291,Romance,ES,841,18,THREEPERCENT,0.8984,THREEPERCENT,,Match,D432/01,third
60000003199400198,TELEVID6222_SCANNER19,IT056000572771257682060000003199400198,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,5,20,COVERED,0.8814,COVERED,,Match,D432/01,uncover
60000003199400198,TELEVID6222_SCANNER19,IT056000572771257682760000003199400198,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,5,27,TO AVOID TO BE,0.8882,TO AVOID TO BE,,Match,D432/01,to AVOID (us) [getting/being]/to AVOID/(us) [getting/being]
60000003199400198,TELEVID6222_SCANNER19,IT056000572771257683460000003199400198,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,5,34,A,0.8507,"A, B",,NoMatch,D432/01,D
60000003199400199,TELEVID6222_SCANNER19,IT05600067277125768160000003199400199,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,6,1,B,0.8986,B,,Match,D432/01,D
60000003199400199,TELEVID6222_SCANNER19,IT056000672771257682260000003199400199,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,6,22,UNLIKED,0.8975,UNLIKED,,Match,D432/01,disliked
60000003199400208,TELEVID6222_SCANNER19,IT056001572771257682860000003199400208,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,15,28,HAS HAKE IMPOSSIBLE,0.8959,HAS HAKE IMPOSSIBLE,,Match,D432/01,made it impossible for/made it/impossible for/meant it was/meant it was impossible for/impossible for
60000003199400210,TELEVID6222_SCANNER19,IT056001772771257682960000003199400210,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,17,29,BE NOT BROUGHT,0.8578,BE NOT BROUGHT,,Match,D432/01,never be brought/never/be brought/not (ever) be brought/not (ever)/be brought/n't (ever) be brought/n't (ever)/be brought
60000003199400210,TELEVID6222_SCANNER19,IT056001772771257683060000003199400210,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,17,30,WISH I HAD TOLD,0.8988,WISH I HAD TOLD,,Match,D432/01,wish I had not told/wish I had not/told/wish I hadn't told/wish I hadn't/told/wish I'd not told/wish I'd not/told/wish I had not informed/wish I had not/informed/wish I hadn't informed/wish I hadn't/informed/wish I'd not informed/wish I'd not/informed/wish I had never told/wish I had never/told/wish I'd never told/wish I'd never/told/wish I had never informed/wish I had never/informed/wish I'd never informed/wish I'd never/informed
60000003199400211,TELEVID6222_SCANNER19,IT056001872771257683060000003199400211,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,18,30,WISH I DIDN'T TELL,0.8913,WISH I DIDN'T TELL,,Match,D432/01,wish I had not told/wish I had not/told/wish I hadn't told/wish I hadn't/told/wish I'd not told/wish I'd not/told/wish I had not informed/wish I had not/informed/wish I hadn't informed/wish I hadn't/informed/wish I'd not informed/wish I'd not/informed/wish I had never told/wish I had never/told/wish I'd never told/wish I'd never/told/wish I had never informed/wish I had never/informed/wish I'd never informed/wish I'd never/informed
60000003199400213,TELEVID6222_SCANNER19,IT056002072771257681260000003199400213,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,20,12,WIEN,0.8589,WIEN,,Match,D432/01,when
60000003199400220,TELEVID6222_SCANNER19,IT056002772771257682860000003199400220,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,27,28,MADE IMPOSSIBLE TO ME,0.8675,MADE IMPOSSIBLE TO ME,,Match,D432/01,made it impossible for/made it/impossible for/meant it was/meant it was impossible for/impossible for
60000003199400225,TELEVID6222_SCANNER19,IT056003272771257682560000003199400225,02/07/2025,21/06/2025,7277125768,IT056,Romance,IT,32,25,NO INTENTION TO HIT,0.8598,NO INTENTION TO HIT,,Match,D432/01,(absolutely) no intention of hitting/(absolutely) no intention/of hitting
60000003199400266,TELEVID6222_SCANNER19,IT278100185712278861660000003199400266,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1001,16,IT,0.8607,IT,,Match,D432/01,which
60000003199400269,TELEVID6222_SCANNER19,IT278100485712278861360000003199400269,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1004,13,THAT,0.8815,THAT,,Match,D432/01,many
60000003199400271,TELEVID6222_SCANNER19,IT27810068571227886160000003199400271,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1006,1,B,0.8981,B,,Match,D432/01,B
60000003199400278,TELEVID6222_SCANNER19,IT278101385712278863460000003199400278,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1013,34,B,0.8891,B,,Match,D432/01,B
60000003199400280,TELEVID6222_SCANNER19,IT278101585712278861060000003199400280,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1015,10,UHY,0.8961,UHY,,Match,D432/01,because
60000003199400280,TELEVID6222_SCANNER19,IT278101585712278861760000003199400280,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1015,17,BENEFITTING,0.8853,BENEFITTING,,Match,D432/01,beneficial
60000003199400280,TELEVID6222_SCANNER19,IT278101585712278861960000003199400280,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1015,19,FLIES,0.8915,FLIES,,Match,D432/01,flights
60000003199400280,TELEVID6222_SCANNER19,IT278101585712278862060000003199400280,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1015,20,ULREALISTIC,0.856,ULREALISTIC,,Match,D432/01,unrealistic
60000003199400280,TELEVID6222_SCANNER19,IT278101585712278862860000003199400280,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1015,28,TIM NOBODY HAS,0.8632,TIM NOBODY HAS,,Match,D432/01,from Tim nobody/from Tim/nobody/from Tim nobody else/from Tim/nobody else/from Tim nobody has/from Tim/nobody has/from Tim nobody's/from Tim/nobody's/from Tim nobody else has/from Tim/nobody else has/from him nobody/from him/nobody/from him nobody else/from him/nobody else/from him nobody has/from him/nobody has/from him nobody's/from him/nobody's/from him nobody else has/from him/nobody else has/from her nobody/from her/nobody/from her nobody else/from her/nobody else/from her nobody has/from her/nobody has/from her nobody's/from her/nobody's/from her nobody else has/from her/nobody else has/from them nobody/from them/nobody/from them nobody else/from them/nobody else/from them nobody has/from them/nobody has/from them nobody's/from them/nobody's/from them nobody else has/from them/nobody else has
60000003199400286,TELEVID6222_SCANNER19,IT278102185712278863460000003199400286,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1021,34,B,0.8635,B,,Match,D432/01,B
60000003199400286,TELEVID6222_SCANNER19,IT278102185712278864260000003199400286,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1021,42,D,0.8835,D,,Match,D432/01,D
60000003199400286,TELEVID6222_SCANNER19,IT278102185712278864660000003199400286,02/07/2025,28/06/2025,8571227886,IT278,Romance,IT,1021,46,B,0.8692,B,,Match,D432/01,C
60000003199700152,TELEVID6227_SCANNER19,ES589004385712278862860000003199700152,02/07/2025,28/06/2025,8571227886,ES589,Romance,ES,43,28,FROM TIM NOBODY HAD,0.8605,FROM TIM NOBODY HAD,,Match,D432/01,from Tim nobody/from Tim/nobody/from Tim nobody else/from Tim/nobody else/from Tim nobody has/from Tim/nobody has/from Tim nobody's/from Tim/nobody's/from Tim nobody else has/from Tim/nobody else has/from him nobody/from him/nobody/from him nobody else/from him/nobody else/from him nobody has/from him/nobody has/from him nobody's/from him/nobody's/from him nobody else has/from him/nobody else has/from her nobody/from her/nobody/from her nobody else/from her/nobody else/from her nobody has/from her/nobody has/from her nobody's/from her/nobody's/from her nobody else has/from her/nobody else has/from them nobody/from them/nobody/from them nobody else/from them/nobody else/from them nobody has/from them/nobody has/from them nobody's/from them/nobody's/from them nobody else has/from them/nobody else has
60000003199700186,TELEVID6227_SCANNER19,ES589010685712278861660000003199700186,02/07/2025,28/06/2025,8571227886,ES589,Romance,ES,106,16,IT,0.8749,IT,,Match,D432/01,which
60000003200000238,TELEVID6229_SCANNER19,IT706000485712278862660000003200000238,02/07/2025,28/06/2025,8571227886,IT706,Romance,IT,4,26,OF TOM EATING,0.8869,OF TOM EATING,,Match,D432/01,having eaten/John of eating/John of/eating/John of having eaten/John of/having eaten/him of eating/him of/eating/him of having eaten/him of/having eaten/her of eating/her of/eating/her of having eaten/her of/having eaten/them of eating/them of/eating/them of having eaten/them of
60000003200000239,TELEVID6229_SCANNER19,IT706000585712278863060000003200000239,02/07/2025,28/06/2025,8571227886,IT706,Romance,IT,5,30,GIVE AN EYE TO,0.8715,GIVE AN EYE TO,,Match,D432/01,keep an eye on/keep/an eye on/keep your eye on/keep/your eye on
60000003200000562,TELEVID6229_SCANNER19,ES430001685712278861260000003200000562,02/07/2025,28/06/2025,8571227886,ES430,Romance,ES,16,12,WILL,0.8632,WILL,,Match,D432/01,was
60000003200000562,TELEVID6229_SCANNER19,ES430001685712278861960000003200000562,02/07/2025,28/06/2025,8571227886,ES430,Romance,ES,16,19,FLYING,0.8667,FLYING,,Match,D432/01,flights
60000003200000568,TELEVID6229_SCANNER19,ES43000228571227886360000003200000568,02/07/2025,28/06/2025,8571227886,ES430,Romance,ES,22,3,A,0.8762,A,,Match,D432/01,A
60000003200300260,TELEVID6230_SCANNER19,IT112000685712278862960000003200300260,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,6,29,PAY ATTENTION TO,0.8759,PAY ATTENTION TO,,Match,D432/01,pay (close) attention to/pay (close) attention/to/pay (careful) attention to/pay (careful) attention/to
60000003200300260,TELEVID6230_SCANNER19,IT112000685712278863060000003200300260,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,6,30,ERE DOWN,0.876,ERE DOWN,,Match,D432/01,keep an eye on/keep/an eye on/keep your eye on/keep/your eye on
60000003200300269,TELEVID6230_SCANNER19,IT112001585712278862960000003200300269,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,15,29,PAY ATTENTION TO,0.8868,PAY ATTENTION TO,,Match,D432/01,pay (close) attention to/pay (close) attention/to/pay (careful) attention to/pay (careful) attention/to
60000003200300271,TELEVID6230_SCANNER19,IT112001785712278861460000003200300271,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,17,14,UP,0.899,UP,,Match,D432/01,up
60000003200300271,TELEVID6230_SCANNER19,IT112001785712278861660000003200300271,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,17,16,IT,0.8576,IT,,Match,D432/01,which
60000003200300271,TELEVID6230_SCANNER19,IT112001785712278862060000003200300271,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,17,20,UNREALISTIC,0.8792,UNREALISTIC,,Match,D432/01,unrealistic
60000003200300276,TELEVID6230_SCANNER19,IT112002285712278862860000003200300276,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,22,28,THERE WAS NOBODY I,0.8978,THERE WAS NOBODY I,,Match,D432/01,from Tim nobody/from Tim/nobody/from Tim nobody else/from Tim/nobody else/from Tim nobody has/from Tim/nobody has/from Tim nobody's/from Tim/nobody's/from Tim nobody else has/from Tim/nobody else has/from him nobody/from him/nobody/from him nobody else/from him/nobody else/from him nobody has/from him/nobody has/from him nobody's/from him/nobody's/from him nobody else has/from him/nobody else has/from her nobody/from her/nobody/from her nobody else/from her/nobody else/from her nobody has/from her/nobody has/from her nobody's/from her/nobody's/from her nobody else has/from her/nobody else has/from them nobody/from them/nobody/from them nobody else/from them/nobody else/from them nobody has/from them/nobody has/from them nobody's/from them/nobody's/from them nobody else has/from them/nobody else has
60000003200300285,TELEVID6230_SCANNER19,IT112003185712278861060000003200300285,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,31,10,BECAUSE,0.8826,BECAUSE,,Match,D432/01,because
60000003200300285,TELEVID6230_SCANNER19,IT112003185712278863060000003200300285,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,31,30,KEEP AN EYE ON,0.8775,KEEP AN EYE ON,,Match,D432/01,keep an eye on/keep/an eye on/keep your eye on/keep/your eye on
60000003200300291,TELEVID6230_SCANNER19,IT112003785712278861560000003200300291,02/07/2025,28/06/2025,8571227886,IT112,Romance,IT,37,15,IF,0.8817,IF,,Match,D432/01,though
60000003200300548,TELEVID6230_SCANNER19,IT304000372771257684560000003200300548,02/07/2025,21/06/2025,7277125768,IT304,Romance,IT,3,45,C,0.8746,"A, C",,NoMatch,D432/01,A
60000003200500467,TELEVID6216_SCANNER19,ES07201038571227886460000003200500467,02/07/2025,28/06/2025,8571227886,ES072,Romance,ES,103,4,B,0.881,B,,Match,D432/01,B
60000003200500470,TELEVID6216_SCANNER19,ES072010685712278861060000003200500470,02/07/2025,28/06/2025,8571227886,ES072,Romance,ES,106,10,BECAUSE,0.8544,BECAUSE,,Match,D432/01,because
60000003200500470,TELEVID6216_SCANNER19,ES072010685712278861760000003200500470,02/07/2025,28/06/2025,8571227886,ES072,Romance,ES,106,17,BENEFICIAL,0.8608,BENEFICIAL,,Match,D432/01,beneficial
60000003200500470,TELEVID6216_SCANNER19,ES072010685712278862660000003200500470,02/07/2025,28/06/2025,8571227886,ES072,Romance,ES,106,26,JOHN WAS RESPONSIBLE OF FATING,0.8823,JOHN WAS RESPONSIBLE OF FATING,,Match,D432/01,having eaten/John of eating/John of/eating/John of having eaten/John of/having eaten/him of eating/him of/eating/him of having eaten/him of/having eaten/her of eating/her of/eating/her of having eaten/her of/having eaten/them of eating/them of/eating/them of having eaten/them of
60000003200500475,TELEVID6216_SCANNER19,ES07201118571227886160000003200500475,02/07/2025,28/06/2025,8571227886,ES072,Romance,ES,111,1,B,0.8945,B,,Match,D432/01,B
60000003200500510,TELEVID6216_SCANNER19,ES07201468571227886160000003200500510,02/07/2025,28/06/2025,8571227886,ES072,Romance,ES,146,1,B,0.8871,B,,Match,D432/01,B
60000003200700100,TELEVID6231_SCANNER19,ES411001085712278862760000003200700100,02/07/2025,28/06/2025,8571227886,ES411,Romance,ES,10,27,WORTH IMPORTANT,0.8799,WORTH IMPORTANT,,Match,D432/01,not WORTH worrying [about/over]/not WORTH/worrying [about/over]
60000003200700103,TELEVID6231_SCANNER19,ES41100138571227886460000003200700103,02/07/2025,28/06/2025,8571227886,ES411,Romance,ES,13,4,B,0.8623,B,,Match,D432/01,B
60000003200700103,TELEVID6231_SCANNER19,ES411001385712278863460000003200700103,02/07/2025,28/06/2025,8571227886,ES411,Romance,ES,13,34,B,0.8518,B,,Match,D432/01,B
60000003200700549,TELEVID6231_SCANNER19,ES397300385712278862660000003200700549,02/07/2025,28/06/2025,8571227886,ES397,Romance,ES,3003,26,OF JONH FOR EATING,0.8992,OF JONH FOR EATING,,Match,D432/01,having eaten/John of eating/John of/eating/John of having eaten/John of/having eaten/him of eating/him of/eating/him of having eaten/him of/having eaten/her of eating/her of/eating/her of having eaten/her of/having eaten/them of eating/them of/eating/them of having eaten/them of
60000003200700559,TELEVID6231_SCANNER19,ES39730138571227886160000003200700559,02/07/2025,28/06/2025,8571227886,ES397,Romance,ES,3013,1,B,0.8904,B,,Match,D432/01,B
60000003200700559,TELEVID6231_SCANNER19,ES39730138571227886460000003200700559,02/07/2025,28/06/2025,8571227886,ES397,Romance,ES,3013,4,B,0.8891,B,,Match,D432/01,B
